"Feature","Gain","Cover","Frequence"
"569",0.00041193,0.00049159,0.000484694
"696",0.000410914,0.000279382,0.000498609
"10",0.000410793,0.000613455,0.000507885
"605",0.000410411,0.000264195,0.000403525
"855",0.000409908,0.000135799,0.000470779
"656",0.000409754,0.000134018,0.000491651
"1386",0.000409582,0.00014366,0.000540353
"940",0.000409107,0.000191534,0.000517161
"93",0.000407031,0.000280333,0.0005218
"776",0.000406074,0.000102602,0.000538033
"353",0.000405937,0.0008014,0.000459184
"300",0.000405529,0.000221826,0.000491651
"1299",0.00040523,0.00067189,0.000454545
"458",0.000404415,0.000292044,0.000533395
"95",0.000403575,0.000438654,0.000461503
"485",0.000402734,0.000511999,0.00041744
"373",0.000401443,0.000241078,0.000505566
"618",0.000401383,0.000186101,0.000473098
"390",0.000399918,0.000189988,0.0005218
"283",0.000399322,0.000128403,0.000519481
"324",0.000398833,0.00135592,0.000433673
"611",0.000398735,0.000127605,0.000505566
"105",0.000398626,0.000964738,0.000403525
"417",0.000394451,0.000443672,0.000480056
"26",0.000393776,0.000617127,0.000415121
"30",0.000392833,0.000251222,0.000514842
"258",0.000392345,0.000129625,0.000507885
"977",0.000392033,0.000235073,0.00041744
"875",0.0003913,0.000112543,0.000438312
"584",0.000390901,0.000284103,0.000514842
"705",0.000390176,0.000282565,0.000408163
"1417",0.000389583,0.000124346,0.000496289
"429",0.00038856,0.00035996,0.000498609
"1311",0.000388202,0.00022009,0.000447588
"560",0.000388113,0.000387663,0.000419759
"109",0.000387138,0.00022989,0.000517161
"1092",0.000386873,0.000392429,0.000480056
"1125",0.00038568,0.000379791,0.000505566
"668",0.000384824,0.000331845,0.000401206
"154",0.00038293,0.00144012,0.000487013
"688",0.000380508,0.000178914,0.000491651
"201",0.000379038,0.00062823,0.000396568
"764",0.00037825,0.000347172,0.000398887
"483",0.000378172,0.000929868,0.000347866
"1131",0.000377397,0.000306219,0.000435993
"13",0.000376232,0.000173581,0.000540353
"893",0.000375915,0.000268706,0.000403525
"443",0.000373419,0.000190347,0.000447588
"1332",0.000370068,0.00016082,0.000461503
"19",0.000369606,0.00024258,0.000415121
"111",0.000368581,0.000393101,0.000507885
"406",0.000364844,0.000249408,0.000359462
"936",0.000364485,0.000156922,0.000461503
"88",0.000363611,0.000485023,0.000361781
"1240",0.000363365,0.00042801,0.000415121
"1443",0.000361478,0.00045145,0.000380334
"894",0.000359773,0.000254861,0.000403525
"1047",0.000358775,0.000189109,0.000410482
"617",0.000358372,0.000125916,0.000445269
"848",0.000357295,0.000161332,0.000449907
"1473",0.000356831,0.00116723,0.000373377
"413",0.000356429,0.000195432,0.000447588
"1441",0.000356181,0.000693084,0.000378015
"1451",0.000355911,0.000521423,0.000352505
"1304",0.000354551,0.000120374,0.000463822
"663",0.000353862,0.000112969,0.000463822
"889",0.000351616,0.000429743,0.000345547
"972",0.000351061,0.000109007,0.000401206
"5",0.000350398,0.0003611,0.0005218
"1339",0.000349006,0.000154455,0.000405844
"211",0.000348373,0.000263359,0.000438312
"1325",0.00034709,0.00062257,0.000435993
"896",0.000347049,0.000244969,0.000422078
"853",0.000345135,0.000233261,0.000371058
"462",0.000344857,0.000244024,0.000357143
"11",0.00034393,9.25887e-005,0.000487013
"1318",0.000343497,0.000262436,0.000303803
"1418",0.000343004,0.000149963,0.000456865
"305",0.00034257,0.000146615,0.00046846
"18",0.000342293,0.000183258,0.000440631
"206",0.000341825,0.00041044,0.000373377
"821",0.000341707,0.000185318,0.000449907
"1407",0.000339991,0.00015506,0.000422078
"1397",0.000339748,0.000354516,0.000410482
"39",0.000339569,0.000156794,0.000368738
"9",0.000339477,0.000121618,0.000440631
"1433",0.000339473,0.000326149,0.000431354
"196",0.000336215,7.39415e-005,0.000452226
"31",0.000335766,0.000324099,0.000445269
"1108",0.000334995,0.000449548,0.000445269
"337",0.000334796,0.000435819,0.000396568
"392",0.000334446,0.000333921,0.000484694
"655",0.000334441,0.00023282,0.000429035
"131",0.000332856,0.000143764,0.000452226
"1345",0.000331295,0.000475403,0.000308442
"565",0.000331153,0.000128145,0.000410482
"177",0.00033028,0.000156138,0.000408163
"1436",0.000330178,0.000112935,0.000422078
"670",0.000329848,0.000217111,0.000331633
"888",0.000329365,8.41986e-005,0.000454545
"898",0.000328974,0.000352534,0.000359462
"218",0.000327926,0.000197807,0.000456865
"650",0.000327173,0.000133629,0.000454545
"644",0.00032654,0.000120534,0.000412801
"1261",0.000324657,0.00136557,0.000257421
"103",0.000324455,0.000335116,0.000394249
"521",0.000323661,0.000301259,0.000384972
"170",0.000323419,0.000164569,0.000435993
"815",0.000322913,0.000151775,0.000447588
"938",0.000321729,7.6155e-005,0.000426716
"1333",0.000321512,0.000177764,0.000345547
"435",0.000321171,0.000327878,0.000398887
"1099",0.000320667,0.000188907,0.000396568
"1103",0.000320592,0.000175117,0.000401206
"464",0.000319906,0.000292435,0.000424397
"1331",0.000319388,0.000401367,0.000317718
"1021",0.000318399,9.09508e-005,0.000391929
"348",0.000317832,0.000119792,0.000480056
"16",0.000317004,0.000171753,0.000435993
"94",0.000316305,0.000276325,0.000350186
"1292",0.000315699,0.000188889,0.000306122
"931",0.000315371,0.000139262,0.000331633
"1116",0.000313861,0.000126332,0.000375696
"1137",0.000313367,0.000153946,0.000382653
"160",0.000312581,0.000143346,0.000429035
"1297",0.000311928,0.000288506,0.000361781
"890",0.000311918,0.00030646,0.000333952
"654",0.000310195,0.00011336,0.000401206
"484",0.000310124,0.000111573,0.000405844
"871",0.000309919,0.000204305,0.000408163
"1295",0.000309608,0.000193636,0.00028757
"801",0.000309,0.000175096,0.000343228
"1025",0.000306814,0.000215125,0.000419759
"1121",0.000304653,0.000107474,0.000391929
"1406",0.000304029,0.000301802,0.000357143
"603",0.00030399,0.000232541,0.000299165
"671",0.000303816,0.000378797,0.000329314
"672",0.000302193,0.000153803,0.000347866
"379",0.000300827,0.000296914,0.000387291
"106",0.000300474,0.000273707,0.000394249
"1110",0.000300329,0.000393146,0.000252783
"552",0.000299638,0.000180219,0.000359462
"1411",0.000299166,8.89596e-005,0.000382653
"202",0.000298241,0.000838248,0.000336271
"578",0.000295783,0.000323564,0.000320037
"1054",0.000294807,0.000221134,0.000273655
"1353",0.000293622,0.000392891,0.000271336
"1201",0.000293059,0.000269204,0.000345547
"1106",0.000292959,0.000238948,0.000343228
"945",0.000291688,0.00010358,0.000340909
"777",0.000291631,8.16539e-005,0.000405844
"330",0.000290445,0.000144212,0.000343228
"1111",0.000289787,0.000170738,0.000340909
"1042",0.000289433,0.000170273,0.000375696
"40",0.000288442,0.000171417,0.000299165
"1234",0.00028821,0.000284525,0.000350186
"574",0.000288061,0.000339497,0.000296846
"687",0.000287399,0.000154353,0.000324675
"399",0.000285935,6.03598e-005,0.000431354
"1319",0.000284358,0.000203781,0.000322356
"146",0.000283882,0.000104774,0.000396568
"407",0.000283245,0.00126977,0.000366419
"943",0.000280851,0.000169484,0.000371058
"1413",0.000280526,0.000218587,0.000350186
"182",0.00028025,0.000298246,0.000315399
"84",0.000279811,0.000188399,0.000352505
"339",0.000278927,0.000336813,0.000320037
"430",0.000277243,0.00020473,0.000331633
"1469",0.000276871,0.000293929,0.000317718
"623",0.00027583,0.000135932,0.000326994
"862",0.000274454,0.000153424,0.000352505
"759",0.00027412,0.000378991,0.000271336
"14",0.000273169,0.000161182,0.0003641
"637",0.000272337,9.83755e-005,0.000331633
"1024",0.000271898,0.000125543,0.000357143
"1165",0.000271858,0.000342166,0.000310761
"1062",0.000270974,0.000341391,0.000213358
"1338",0.000270667,0.000132196,0.000345547
"971",0.00027062,0.000132594,0.000275974
"27",0.000269806,0.000123286,0.000324675
"1251",0.000269484,0.000858543,0.000322356
"887",0.00026943,0.000127297,0.000331633
"610",0.000269377,6.8641e-005,0.000384972
"329",0.000269079,0.000321193,0.000317718
"1184",0.00026872,0.000155632,0.000306122
"1440",0.000267414,0.00131868,0.000299165
"1016",0.000267176,7.23752e-005,0.000331633
"76",0.000267094,0.000139163,0.000310761
"679",0.000267082,0.00010491,0.000354824
"124",0.000266669,0.000100992,0.000373377
"126",0.000266056,0.000103748,0.000354824
"62",0.000265859,0.000268853,0.000255102
"926",0.000263605,0.000250936,0.000303803
"243",0.000263558,0.000187752,0.000320037
"1320",0.000262833,0.000144805,0.000303803
"581",0.000262274,0.000177311,0.000326994
"1193",0.000262249,0.000111451,0.000320037
"1143",0.000261728,5.90582e-005,0.000375696
"12",0.000261497,0.000633546,0.00031308
"1038",0.000260463,6.68996e-005,0.000352505
"941",0.000259655,9.97621e-005,0.000320037
"1050",0.000258852,0.00018706,0.000289889
"398",0.000258744,0.000123166,0.000317718
"807",0.000258567,0.00011152,0.000322356
"1202",0.000257559,0.000325207,0.000299165
"387",0.000257125,0.000381935,0.000320037
"191",0.00025695,8.65649e-005,0.000382653
"1037",0.000256398,9.37269e-005,0.000354824
"1336",0.000255212,0.000111976,0.000306122
"673",0.000254427,0.000119853,0.000308442
"620",0.000254163,0.000122987,0.000306122
"167",0.000253344,0.000385618,0.000306122
"418",0.000253222,0.000127705,0.000310761
"923",0.000252704,0.000126725,0.000294527
"223",0.00025252,0.000135347,0.000310761
"969",0.000252163,0.000435888,0.000280612
"592",0.000251316,0.000814558,0.000257421
"219",0.000251274,0.000691187,0.00028525
"28",0.000250628,0.00010233,0.000329314
"932",0.00024988,0.000185874,0.000262059
"1285",0.000248308,0.000237056,0.000282931
"1470",0.000248306,0.000464275,0.000262059
"1306",0.00024796,8.60107e-005,0.00028525
"225",0.000246314,0.00017181,0.000329314
"706",0.00024521,6.23337e-005,0.000343228
"1466",0.000244958,0.000585968,0.000217996
"997",0.000244239,0.000519,0.00018321
"583",0.000243951,0.000342747,0.000320037
"1102",0.000243888,0.000184029,0.000329314
"1023",0.00024354,9.35118e-005,0.000331633
"1205",0.000243197,0.000216207,0.000243506
"74",0.000242854,0.000557769,0.000197124
"299",0.00024043,0.000126625,0.000324675
"216",0.000239533,0.000695897,0.000317718
"375",0.000237641,0.000182068,0.00028525
"1438",0.000237563,0.000234979,0.000299165
"487",0.00023697,5.53079e-005,0.000271336
"1197",0.00023692,0.00013294,0.000271336
"1301",0.0002363,0.000481846,0.00025974
"15",0.00023578,0.000335279,0.000340909
"533",0.000235266,0.000356045,0.000271336
"683",0.000234584,0.000111057,0.000301484
"1400",0.00023412,0.000640097,0.000199443
"860",0.000233912,9.82798e-005,0.000271336
"762",0.000233316,8.23779e-005,0.000278293
"699",0.000231709,9.3048e-005,0.000296846
"1387",0.000230406,9.39749e-005,0.000315399
"852",0.000229566,0.000175582,0.000273655
"302",0.000229399,0.000159095,0.000266698
"1307",0.000228953,0.000118526,0.000269017
"704",0.000228726,0.000155022,0.000278293
"872",0.000228685,0.00013812,0.000292208
"217",0.000228678,0.000114938,0.000315399
"1046",0.000227927,0.000129609,0.000289889
"179",0.000227766,4.3378e-005,0.000317718
"1330",0.000227459,5.10892e-005,0.000294527
"363",0.000227125,0.000154287,0.00025974
"298",0.000226801,0.000136648,0.000273655
"825",0.0002262,0.000766737,0.000238868
"698",0.000224688,0.000318302,0.000269017
"1138",0.000223591,0.000105998,0.000292208
"881",0.000223351,7.06474e-005,0.000301484
"1394",0.000222099,6.58204e-005,0.000280612
"1136",0.000220945,0.000304306,0.000278293
"17",0.000220852,0.000213704,0.000262059
"805",0.000220795,0.000157483,0.00025974
"274",0.000220565,0.000183278,0.000224954
"424",0.000220299,0.000228578,0.000278293
"1395",0.000220279,0.00015037,0.000289889
"6",0.000220222,8.04457e-005,0.000308442
"925",0.000219458,0.000114632,0.000266698
"1075",0.000219324,0.000127261,0.000250464
"189",0.00021911,0.000152884,0.00028525
"562",0.000218577,0.000300076,0.00025974
"1389",0.000218203,7.32889e-005,0.000315399
"1329",0.000218166,0.000136604,0.000294527
"1194",0.000217706,0.000309239,0.000222635
"1437",0.000217386,0.000351362,0.000280612
"1415",0.000214899,0.000106651,0.000266698
"1098",0.000214483,0.000161317,0.000252783
"582",0.000214465,0.000224816,0.000243506
"861",0.000214432,0.000156449,0.000278293
"178",0.000213157,7.31158e-005,0.000301484
"408",0.000212954,0.000187183,0.000266698
"108",0.000212332,4.77257e-005,0.000294527
"91",0.000211447,0.000128765,0.000257421
"138",0.000211367,0.0001303,0.00028757
"1074",0.000210494,0.000136171,0.000206401
"41",0.000209944,0.000173327,0.000248145
"55",0.000209905,0.000236369,0.000257421
"874",0.000209742,5.23719e-005,0.000264378
"69",0.000208911,0.000334731,0.000262059
"1404",0.000208085,5.57107e-005,0.000273655
"942",0.00020753,7.70962e-005,0.000245826
"1260",0.000207357,0.000242514,0.000255102
"979",0.000207247,0.000107583,0.000255102
"1335",0.000206874,0.000118771,0.000252783
"817",0.000206809,5.62976e-005,0.000257421
"863",0.000206746,0.000162916,0.000245826
"1284",0.000206442,0.000345988,0.000255102
"213",0.000204735,0.00010476,0.000282931
"125",0.000204336,0.000168195,0.000271336
"1300",0.000203099,0.000535702,0.000241187
"231",0.000203043,0.000107698,0.000250464
"63",0.000202422,0.000119336,0.000255102
"806",0.000202077,0.000129979,0.00020872
"1341",0.000201668,0.000101026,0.000257421
"1035",0.000201441,9.26256e-005,0.000245826
"761",0.000200993,7.72993e-005,0.000224954
"1447",0.000200078,0.000223767,0.000236549
"377",0.000199121,0.00013547,0.000248145
"380",0.000198705,0.000343379,0.000224954
"1262",0.000198448,0.000142831,0.000220315
"157",0.000198376,7.69299e-005,0.000271336
"444",0.000198196,0.000126945,0.000243506
"488",0.000197863,7.87177e-005,0.000243506
"1439",0.000196869,0.000237271,0.000238868
"23",0.00019609,0.000104251,0.00025974
"985",0.000195851,9.44851e-005,0.000224954
"1179",0.00019529,0.000100299,0.000220315
"101",0.000193696,0.000260029,0.00023423
"266",0.000193306,5.0996e-005,0.00028757
"880",0.000193266,0.000101333,0.000250464
"303",0.000192863,0.000443965,0.000257421
"1036",0.000192527,4.92591e-005,0.00025974
"1107",0.00019237,0.000208269,0.000192486
"123",0.000192255,0.000355602,0.000231911
"1192",0.000192152,0.000127945,0.000248145
"376",0.000192089,0.000223285,0.000236549
"662",0.000191362,9.29066e-005,0.00023423
"1052",0.00019013,5.57257e-005,0.000238868
"991",0.000189825,0.000266562,0.000134508
"221",0.000188393,5.43514e-005,0.000217996
"1267",0.000188154,0.0001637,0.000217996
"854",0.000187997,8.7606e-005,0.000229592
"244",0.000187356,0.000184073,0.000206401
"778",0.000187323,6.40957e-005,0.000273655
"141",0.000187292,4.39064e-005,0.000255102
"1049",0.000187257,0.000157832,0.00020872
"473",0.000186136,0.000167262,0.000243506
"1041",0.000184665,5.91654e-005,0.000255102
"937",0.00018438,5.50943e-005,0.000243506
"1302",0.000184275,0.000182357,0.000215677
"550",0.000183935,8.42241e-005,0.000252783
"1356",0.000183501,0.000210684,0.000166976
"590",0.00018317,0.000115192,0.000215677
"1130",0.000182573,0.00019831,0.00023423
"75",0.000182403,0.000192507,0.000173933
"1463",0.000181996,0.000100104,0.000190167
"756",0.000181969,0.000248325,0.000194805
"347",0.000181741,0.000123377,0.000215677
"1348",0.00018135,0.000156763,0.000190167
"24",0.000180526,6.88552e-005,0.000257421
"394",0.000180202,0.000138239,0.000257421
"1073",0.000179319,5.49709e-005,0.000243506
"389",0.000178533,0.000406686,0.000127551
"818",0.000178269,5.89952e-005,0.00023423
"215",0.000177309,0.000142659,0.000220315
"622",0.000177218,5.6595e-005,0.000229592
"1214",0.000176968,0.00014941,0.000229592
"849",0.000175937,5.32739e-005,0.000241187
"867",0.000175688,7.55914e-005,0.00020872
"414",0.000174951,0.000207844,0.000201763
"1196",0.000174138,0.000102879,0.000222635
"1211",0.000173884,8.57779e-005,0.000222635
"1337",0.000173619,5.36585e-005,0.000176252
"774",0.000173448,5.07332e-005,0.000204082
"59",0.000173104,0.000206452,0.000164657
"1454",0.00017295,0.000154744,0.000243506
"449",0.000172546,0.000247759,0.00018321
"1045",0.000172505,0.000134541,0.000220315
"1419",0.000172364,7.52925e-005,0.00020872
"791",0.000171464,0.000111288,0.000173933
"1399",0.00017146,0.000335477,0.000217996
"1198",0.000171205,7.70627e-005,0.000199443
"383",0.000170536,0.000118924,0.000250464
"8",0.000170523,0.000133167,0.000220315
"144",0.000169349,0.000124202,0.000213358
"1051",0.000169026,0.000123524,0.000197124
"1427",0.000167909,5.15854e-005,0.000197124
"204",0.00016781,0.000516655,0.000199443
"986",0.00016771,0.000236544,0.000187848
"1446",0.000166931,5.76181e-005,0.000171614
"838",0.000166165,3.18731e-005,0.000220315
"573",0.000164971,0.000276454,0.000187848
"1324",0.000164894,6.3249e-005,0.000180891
"359",0.000164544,0.000278616,0.000229592
"1428",0.000164336,8.00236e-005,0.000166976
"819",0.000163283,4.02514e-005,0.000185529
"642",0.000162436,9.86564e-005,0.00015538
"242",0.000161839,0.000163988,0.000171614
"1203",0.000159914,9.48263e-005,0.000192486
"1072",0.000159811,2.54599e-005,0.000220315
"214",0.000159511,7.00757e-005,0.000197124
"1199",0.000159457,0.000115747,0.000153061
"921",0.000159177,4.46903e-005,0.000176252
"181",0.000159161,0.000307131,0.000180891
"207",0.000158626,0.000110888,0.000113636
"770",0.000158061,2.67288e-005,0.000217996
"703",0.000157521,3.64847e-005,0.000201763
"77",0.000156885,0.000220413,0.000192486
"1452",0.000156602,0.000702736,0.000194805
"1115",0.000156344,0.000164983,0.000220315
"677",0.000155605,5.11386e-005,0.000215677
"85",0.000155415,0.000451121,0.000194805
"1069",0.000155136,5.76038e-005,0.000176252
"892",0.000155126,7.00407e-005,0.000190167
"1170",0.000154833,0.000189372,0.000185529
"176",0.000154455,0.000569527,0.000162338
"367",0.000154268,0.000119373,0.000211039
"630",0.000153237,0.000175966,0.000197124
"1412",0.000151487,4.15573e-005,0.000201763
"395",0.000150861,7.40216e-005,0.000166976
"1298",0.00015009,9.09182e-005,0.000176252
"1241",0.000149684,0.000101362,0.000169295
"1305",0.000149582,7.79373e-005,0.000166976
"1328",0.000148339,5.96606e-005,0.00018321
"596",0.000147526,4.35097e-005,0.000201763
"1472",0.000147118,0.00117626,0.000139147
"115",0.000146156,7.00607e-005,0.00018321
"682",0.000145994,6.82033e-005,0.000169295
"1342",0.000145939,8.79171e-005,0.000162338
"486",0.000145444,0.000103558,0.000187848
"833",0.000145046,0.00018933,0.000127551
"1164",0.000144931,6.26919e-005,0.000171614
"816",0.000144356,9.32103e-005,0.000222635
"820",0.000144347,0.000188453,0.000150742
"61",0.000144308,0.000168018,0.000178571
"996",0.000143512,0.000210291,0.000125232
"780",0.000143511,0.000124084,0.000166976
"433",0.000143481,0.000255803,0.000160019
"1414",0.000142553,5.94109e-005,0.000146104
"591",0.000142494,0.000138489,0.000166976
"20",0.000142451,0.000300479,0.00018321
"454",0.000142357,0.000133841,0.00015538
"60",0.000141675,6.17312e-005,0.000227273
"782",0.000140495,5.2225e-005,0.000173933
"156",0.000140038,8.47243e-005,0.000162338
"228",0.000139929,9.7642e-005,0.000194805
"928",0.000139838,4.6871e-005,0.00015538
"955",0.00013906,3.71353e-005,0.00018321
"172",0.000138464,0.000609069,0.000132189
"328",0.000138082,8.91321e-005,0.000192486
"1129",0.000137958,0.000151594,0.000164657
"102",0.000137629,9.92825e-005,0.000139147
"653",0.000137096,4.74787e-005,0.000176252
"621",0.000137093,3.52687e-005,0.000187848
"1327",0.000136758,9.01223e-005,0.000160019
"779",0.00013672,5.50889e-005,0.000192486
"82",0.000136659,0.000552436,0.00012987
"1207",0.000135677,0.000409539,0.000190167
"773",0.000135192,3.02349e-005,0.000162338
"229",0.000134836,0.000169756,0.000178571
"68",0.000134481,6.13755e-005,0.000173933
"235",0.000133031,0.000211764,0.000173933
"1204",0.00013278,7.0354e-005,0.000132189
"1235",0.000132746,0.000286146,0.000162338
"409",0.000132624,6.6183e-005,0.000160019
"1264",0.000131768,0.000496238,0.000169295
"951",0.000131713,0.000114481,0.000132189
"22",0.000131228,4.48412e-005,0.000180891
"1402",0.00013042,0.000138516,0.000106679
"1405",0.000130304,5.21067e-005,0.000162338
"1169",0.000130267,7.6337e-005,0.000139147
"1259",0.000130071,0.000339745,0.000146104
"128",0.000129932,7.62426e-005,0.000150742
"1070",0.000129452,3.80667e-005,0.000160019
"67",0.00012944,6.08613e-005,0.000134508
"205",0.00012924,0.00109948,0.00015538
"891",0.000129061,0.00015433,0.000178571
"419",0.00012887,9.44134e-005,0.000162338
"1363",0.000128536,9.00043e-005,0.000153061
"609",0.000128006,0.000207949,0.000125232
"403",0.000127879,0.000591012,0.00015538
"183",0.000127456,5.72424e-005,0.000162338
"813",0.000127399,0.000137713,0.000113636
"828",0.000127321,0.000141129,0.000127551
"1323",0.000126765,2.21386e-005,0.000173933
"830",0.000126639,0.000193506,0.000139147
"883",0.000126266,4.21263e-005,0.000169295
"340",0.000125999,0.000104346,0.000134508
"7",0.000125785,6.98236e-005,0.000143785
"834",0.000125326,4.19676e-005,0.000153061
"241",0.000124706,0.000199244,0.000148423
"1109",0.000124582,8.73541e-005,0.000164657
"954",0.000124529,4.83594e-005,0.000136827
"193",0.000124081,3.7852e-005,0.000162338
"1176",0.000124029,0.000134527,0.00015538
"1040",0.000123486,3.44937e-005,0.000157699
"1209",0.000122936,9.58177e-005,0.000153061
"1362",0.000122327,9.50933e-005,0.000169295
"209",0.000121751,0.00112144,0.000106679
"1340",0.000121178,8.20259e-005,0.000148423
"445",0.000121167,0.000208136,0.000136827
"790",0.000120439,0.000104555,0.000162338
"812",0.000120232,3.72871e-005,0.000150742
"1064",0.000120195,0.000184473,0.000113636
"121",0.000120188,0.000114872,0.000153061
"255",0.000119876,0.000212597,0.00012987
"279",0.000119086,0.000108308,0.000162338
"553",0.000118636,0.000112364,0.000157699
"873",0.000118344,2.66076e-005,0.000139147
"54",0.00011774,0.000169476,0.000148423
"155",0.000116091,4.18232e-005,0.000169295
"431",0.000115961,0.000114781,0.000132189
"1455",0.000115597,0.000125612,0.000106679
"21",0.000115566,8.38277e-005,0.000136827
"585",0.000115438,2.87231e-005,0.000150742
"1056",0.000115433,0.000372378,0.000122913
"73",0.000115306,0.000219082,0.00015538
"1361",0.000115063,2.35828e-005,0.000136827
"1030",0.000114617,0.000198485,0.00012987
"1120",0.000114423,6.51779e-005,0.000157699
"175",0.000114354,0.00107955,0.000111317
"1151",0.000114334,5.67234e-005,0.000150742
"1265",0.000113952,8.69122e-005,0.000134508
"139",0.000113761,5.15814e-005,0.000125232
"1398",0.000113694,5.94884e-005,0.000122913
"1144",0.000112741,0.000173758,0.000118275
"1195",0.000111994,0.000114736,0.000146104
"1167",0.000111934,5.17634e-005,0.000127551
"1039",0.000111483,5.91093e-005,0.00012987
"866",0.000111197,0.000106779,0.000146104
"57",0.000110584,5.47218e-005,0.000148423
"140",0.000109593,4.47431e-005,0.000141466
"120",0.000109582,0.000454467,0.000113636
"794",0.000108849,3.985e-005,0.000127551
"1263",0.000107641,0.000203211,0.000125232
"1208",0.000107337,5.18201e-005,0.000139147
"261",0.000106892,0.000450622,0.000134508
"1256",0.00010675,8.31773e-005,0.000134508
"53",0.000106655,0.000110761,0.00012987
"391",0.000106574,0.000156052,0.000139147
"676",0.000106182,4.41596e-005,0.000141466
"129",0.000105965,7.69518e-005,0.00015538
"827",0.00010525,0.000100008,0.000106679
"384",0.000104195,0.000594976,0.000125232
"1322",0.000103349,2.96135e-005,0.000153061
"1044",0.000102679,4.99928e-005,0.000122913
"127",0.000102353,0.00016527,0.000125232
"907",0.000102008,7.52097e-005,0.000108998
"1166",0.000101918,9.05116e-005,0.000122913
"1071",0.000101725,2.64367e-005,0.000118275
"1364",0.000101706,4.00391e-005,0.000111317
"110",0.000101479,5.06494e-005,0.00010436
"1146",0.000101394,3.08557e-005,0.000141466
"566",0.000101043,4.17115e-005,0.000153061
"865",0.00010084,3.9082e-005,0.00015538
"681",0.000100648,5.56187e-005,0.000108998
"1155",0.000100236,2.27569e-005,0.000113636
"327",9.97422e-005,4.26064e-005,0.000139147
"97",9.89363e-005,6.62592e-005,8.58071e-005
"1255",9.86343e-005,0.000126934,0.000108998
"1022",9.81977e-005,6.62933e-005,0.000122913
"1316",9.76983e-005,3.35706e-005,0.000115955
"885",9.76192e-005,7.81416e-005,0.000120594
"1154",9.52571e-005,4.32013e-005,0.000108998
"1097",9.51899e-005,2.52931e-005,0.000125232
"1354",9.47741e-005,0.000149337,7.88497e-005
"707",9.42804e-005,0.000123776,6.95733e-005
"1043",9.40114e-005,3.02287e-005,0.00010436
"1347",9.34446e-005,5.90191e-005,8.34879e-005
"143",9.28784e-005,0.000318598,0.000108998
"750",9.2649e-005,0.000290268,8.81262e-005
"1283",9.21084e-005,7.21015e-005,7.65306e-005
"1458",9.16657e-005,0.000195234,0.000106679
"1445",9.14573e-005,3.23519e-005,9.50835e-005
"781",9.14569e-005,5.93603e-005,0.000122913
"869",9.10459e-005,1.93422e-005,0.000111317
"1168",9.09247e-005,4.45784e-005,9.97217e-005
"1065",9.08038e-005,9.13832e-005,8.58071e-005
"851",9.05534e-005,7.04235e-005,7.18924e-005
"987",9.02814e-005,2.41757e-005,0.000108998
"680",8.92191e-005,3.14416e-005,0.000113636
"230",8.82374e-005,3.35387e-005,0.000106679
"58",8.79264e-005,3.49436e-005,0.000127551
"1271",8.75898e-005,6.50223e-005,0.00010436
"1057",8.67044e-005,9.30578e-005,8.81262e-005
"25",8.66601e-005,4.50911e-005,0.000122913
"280",8.63392e-005,0.000229784,0.000106679
"81",8.61439e-005,7.27847e-005,0.00010436
"674",8.61351e-005,4.29146e-005,0.000106679
"1206",8.60877e-005,3.54837e-005,0.000108998
"381",8.59351e-005,1.8981e-005,0.000115955
"1346",8.58381e-005,5.22315e-005,0.00010436
"922",8.44097e-005,7.18827e-005,7.42115e-005
"886",8.41717e-005,9.30593e-005,8.11688e-005
"1359",8.365e-005,3.97201e-005,7.18924e-005
"267",8.31072e-005,1.90141e-005,9.27644e-005
"78",8.28871e-005,6.61782e-005,0.000132189
"1171",8.25978e-005,0.000105916,9.27644e-005
"700",8.23557e-005,3.06135e-005,0.000102041
"864",8.16735e-005,2.3647e-005,0.000108998
"870",8.15608e-005,3.17039e-005,9.04453e-005
"450",8.13216e-005,0.000104707,7.65306e-005
"247",8.06144e-005,7.39858e-005,8.11688e-005
"66",8.05806e-005,7.06948e-005,9.27644e-005
"998",8.04128e-005,3.42302e-005,8.58071e-005
"678",8.03551e-005,4.55559e-005,0.000108998
"1147",8.01656e-005,2.39911e-005,8.34879e-005
"1326",7.98801e-005,2.9523e-005,9.97217e-005
"832",7.94836e-005,0.000116533,7.42115e-005
"1254",7.90095e-005,0.00012646,9.27644e-005
"643",7.78434e-005,1.65997e-005,9.74026e-005
"1162",7.77834e-005,5.95578e-005,9.50835e-005
"989",7.66702e-005,4.80237e-005,9.04453e-005
"1268",7.61555e-005,1.91814e-005,9.27644e-005
"382",7.59513e-005,8.46083e-005,9.27644e-005
"1182",7.56153e-005,7.552e-005,6.72542e-005
"906",7.53197e-005,4.90859e-005,8.11688e-005
"1178",7.47248e-005,9.75472e-005,9.04453e-005
"342",7.43192e-005,0.000144321,8.58071e-005
"675",7.39946e-005,3.95752e-005,9.27644e-005
"1236",7.38232e-005,9.88746e-005,6.95733e-005
"1210",7.33956e-005,4.63042e-005,9.50835e-005
"393",7.30625e-005,3.05312e-005,9.04453e-005
"1175",7.3047e-005,0.00079721,7.18924e-005
"1156",7.29047e-005,4.52018e-005,8.11688e-005
"760",7.27902e-005,2.28675e-005,9.04453e-005
"1145",7.26833e-005,3.44242e-005,8.34879e-005
"1139",7.25e-005,2.32271e-005,9.74026e-005
"1153",7.23155e-005,3.19444e-005,9.50835e-005
"197",7.2014e-005,0.00010891,9.27644e-005
