"train.auc.mean","train.auc.std","test.auc.mean","test.auc.std"
0.993815,0.000173,0.788642,0.001882
0.993847,0.000169,0.78864,0.001891
0.99387,0.000165,0.788646,0.001888
0.993894,0.000165,0.788658,0.001892
0.993922,0.000171,0.788655,0.001903
0.993945,0.000169,0.78866,0.001906
0.993976,0.000156,0.788678,0.001903
0.994004,0.000158,0.788675,0.001909
0.994038,0.000159,0.788694,0.001918
0.994063,0.000162,0.788693,0.001931
0.994084,0.000164,0.788708,0.001936
0.99412,0.000177,0.788726,0.001932
0.994139,0.000182,0.78873,0.001929
0.994173,0.000188,0.788747,0.001935
0.9942,0.000192,0.788758,0.001932
0.99422,0.000202,0.788755,0.001927
0.994247,0.000197,0.788751,0.00194
0.994277,0.000188,0.788763,0.001931
0.994301,0.000179,0.78877,0.001922
0.994328,0.000166,0.788769,0.001924
0.994356,0.000164,0.788771,0.001933
0.994376,0.000168,0.788779,0.001934
0.994394,0.000171,0.788785,0.001933
0.99441,0.000173,0.788786,0.001932
0.994439,0.000178,0.788788,0.001946
0.994464,0.000179,0.7888,0.001944
0.99449,0.000178,0.788804,0.001937
0.994502,0.000176,0.788809,0.00194
0.994526,0.000177,0.78881,0.001955
0.99456,0.000171,0.788813,0.001953
0.994582,0.000168,0.788819,0.001948
0.994614,0.000169,0.788825,0.00194
0.994643,0.000183,0.788834,0.001935
0.994659,0.000172,0.788839,0.001928
0.994689,0.00016,0.788854,0.001913
0.994716,0.000164,0.78887,0.001913
0.994735,0.00017,0.788875,0.001916
0.99476,0.000171,0.788885,0.001917
0.994779,0.000175,0.788892,0.001905
0.994807,0.000179,0.788886,0.001901
0.994829,0.000183,0.788893,0.001901
0.994857,0.000179,0.788892,0.001891
0.994872,0.00018,0.788894,0.001883
0.994902,0.000187,0.788902,0.001891
0.994934,0.000185,0.78891,0.001893
0.994955,0.000188,0.78892,0.0019
0.994978,0.000193,0.788929,0.001904
0.995003,0.000195,0.788922,0.001906
0.995031,0.000188,0.788923,0.0019
0.995063,0.000187,0.788935,0.00192
0.995084,0.000196,0.788941,0.001922
0.995102,0.000193,0.78895,0.001917
0.995118,0.000189,0.788952,0.001921
0.995133,0.000186,0.788953,0.001914
0.995154,0.000193,0.78896,0.001918
0.995175,0.00019,0.788953,0.001918
0.995209,0.000186,0.788953,0.001909
0.995231,0.000191,0.788952,0.001905
0.995253,0.0002,0.788961,0.001906
0.995273,0.000208,0.78896,0.001901
0.995296,0.000208,0.788961,0.001897
0.995311,0.000201,0.788968,0.0019
0.995336,0.000192,0.788977,0.001906
0.995353,0.000192,0.788985,0.001909
0.995372,0.000189,0.788987,0.001912
0.995398,0.000182,0.78899,0.001918
0.995421,0.000179,0.788999,0.001927
0.995441,0.000177,0.789004,0.001934
0.995457,0.00017,0.789011,0.001937
0.995476,0.000174,0.789003,0.001934
0.99549,0.000175,0.789006,0.001937
0.995519,0.000175,0.789013,0.001957
0.99554,0.000172,0.789026,0.001958
0.995561,0.00018,0.789038,0.001958
0.995577,0.000178,0.789047,0.001969
0.995605,0.000186,0.789042,0.001965
0.995633,0.000182,0.789045,0.001965
0.995657,0.000178,0.789042,0.001983
0.995676,0.000179,0.789046,0.001982
0.995696,0.000179,0.789036,0.001977
0.995721,0.000178,0.789041,0.001981
0.995738,0.000189,0.789051,0.001978
0.995763,0.000196,0.789053,0.001978
0.995774,0.000195,0.789068,0.001969
0.995795,0.000193,0.789065,0.001957
0.995814,0.000193,0.789071,0.001957
0.99583,0.000195,0.789074,0.001965
0.995855,0.000185,0.789092,0.00198
0.995876,0.000174,0.789096,0.001962
0.995893,0.000172,0.789103,0.001955
0.995914,0.000167,0.789116,0.001961
0.995934,0.000169,0.789117,0.001968
0.995953,0.000173,0.789118,0.001959
0.995972,0.00018,0.789116,0.001969
0.995989,0.000179,0.789123,0.001968
0.996007,0.000173,0.789128,0.001959
0.996026,0.000167,0.789133,0.00196
0.996043,0.000156,0.78914,0.001957
0.996061,0.000151,0.789146,0.001946
0.996082,0.000155,0.789154,0.001948
0.996101,0.000155,0.789154,0.001949
0.996116,0.000151,0.789164,0.00195
0.996136,0.000155,0.78917,0.00195
0.996155,0.000161,0.789169,0.001947
0.996172,0.000168,0.789172,0.00194
0.996193,0.000163,0.789182,0.001948
0.996216,0.000163,0.789188,0.001951
0.996228,0.000162,0.789184,0.001957
0.996245,0.000161,0.789193,0.001948
0.996263,0.000166,0.789204,0.001951
0.996279,0.000163,0.789201,0.001953
0.996291,0.000164,0.789206,0.001957
0.996309,0.000169,0.789221,0.001967
0.996317,0.000168,0.789222,0.00197
0.996337,0.000159,0.789223,0.001974
0.996358,0.000161,0.789229,0.001967
0.99638,0.000159,0.789236,0.001959
0.996391,0.000162,0.789235,0.001968
0.996403,0.000164,0.789241,0.001975
0.996417,0.000163,0.789235,0.001975
0.996434,0.000161,0.789248,0.001968
0.996449,0.000157,0.789256,0.001975
0.996469,0.000155,0.789273,0.001973
0.996485,0.00015,0.789273,0.001973
0.996496,0.000153,0.789278,0.001974
0.996513,0.000147,0.789296,0.00198
0.99653,0.000146,0.789295,0.001976
0.996545,0.000148,0.789302,0.001988
0.996561,0.000151,0.789295,0.00198
0.996579,0.000154,0.789292,0.001989
0.996591,0.000152,0.789297,0.001994
0.996605,0.00015,0.789301,0.001978
0.99662,0.000154,0.789307,0.001976
0.996634,0.000152,0.789308,0.00198
0.996645,0.00015,0.789308,0.00198
0.996664,0.000155,0.789315,0.001973
0.996677,0.000153,0.789318,0.001982
0.996691,0.000154,0.789316,0.001977
0.996711,0.000154,0.789327,0.001974
0.996731,0.000153,0.789329,0.001977
0.996752,0.000149,0.789333,0.001975
0.99677,0.000151,0.789339,0.001976
0.996784,0.000153,0.789355,0.001967
0.996798,0.000158,0.78937,0.00197
0.996814,0.000167,0.789369,0.001969
0.996825,0.000169,0.789367,0.001975
0.996838,0.000173,0.789377,0.001972
0.996854,0.000173,0.789377,0.001973
0.996874,0.000171,0.789388,0.001989
0.996887,0.000173,0.789392,0.00199
0.9969,0.000168,0.789404,0.001994
0.996911,0.000166,0.789408,0.002002
0.996923,0.000163,0.7894,0.002004
0.996936,0.00016,0.7894,0.002001
0.996954,0.000168,0.78941,0.002012
0.996965,0.00017,0.789415,0.002009
0.996976,0.000168,0.789406,0.002008
0.996992,0.000171,0.789422,0.002009
0.997007,0.000167,0.789428,0.002015
0.997022,0.000166,0.789434,0.002025
0.997039,0.000161,0.789432,0.002023
0.997057,0.00016,0.789431,0.002029
0.997068,0.000158,0.789442,0.002034
0.997084,0.000157,0.789445,0.002032
0.9971,0.000149,0.789446,0.002037
0.997117,0.000152,0.78945,0.002046
0.997128,0.000149,0.789445,0.002052
0.997142,0.000149,0.789444,0.002044
0.997151,0.000149,0.789453,0.002044
0.997165,0.000145,0.789461,0.002042
0.997174,0.000146,0.789461,0.002041
0.997186,0.000156,0.789463,0.002042
0.997201,0.000155,0.789463,0.002044
0.997218,0.000158,0.789468,0.002049
0.997231,0.000158,0.789464,0.002052
0.997252,0.000157,0.789471,0.002056
0.997264,0.000164,0.78948,0.002062
0.99728,0.00017,0.789477,0.002062
0.997296,0.00017,0.789482,0.002067
0.997306,0.000166,0.789494,0.002053
0.997316,0.000169,0.789498,0.002044
0.997331,0.000171,0.789496,0.002051
0.997348,0.000171,0.789498,0.002043
0.99736,0.000173,0.789505,0.002045
0.997372,0.000172,0.789509,0.002054
0.99739,0.000166,0.789516,0.002061
0.997403,0.000162,0.789505,0.002063
0.997418,0.000159,0.789505,0.002068
0.99743,0.000157,0.789511,0.002069
0.997444,0.000157,0.789515,0.002057
0.997462,0.000161,0.789522,0.00205
0.997473,0.000158,0.789529,0.002043
0.997485,0.00015,0.789529,0.00205
0.997495,0.000149,0.78953,0.00205
0.997506,0.00015,0.789528,0.002046
0.997522,0.000147,0.789537,0.002059
0.997539,0.000142,0.78953,0.002045
0.997552,0.000144,0.789534,0.002044
0.997563,0.000142,0.789543,0.002043
0.997579,0.000138,0.789548,0.002057
0.997586,0.000137,0.789549,0.002054
0.997598,0.000131,0.789554,0.002063
0.997605,0.000131,0.789554,0.002063
0.997618,0.000122,0.789557,0.00205
0.997632,0.000124,0.789554,0.002048
0.997647,0.000125,0.789555,0.002049
0.997658,0.000123,0.789558,0.002052
0.997667,0.000121,0.789568,0.002049
0.997676,0.000123,0.789567,0.00206
0.997689,0.00012,0.789575,0.00206
0.997699,0.000124,0.789577,0.002063
0.997713,0.000122,0.789574,0.002045
0.997723,0.000125,0.789576,0.002039
0.997735,0.000124,0.789584,0.002036
0.997746,0.000128,0.78959,0.002046
0.997758,0.000124,0.78959,0.002049
0.997769,0.000124,0.789595,0.002049
0.997782,0.00012,0.789595,0.002048
0.997792,0.000112,0.789603,0.002053
0.997802,0.00011,0.789597,0.002047
0.997809,0.000113,0.789606,0.002048
0.997818,0.000117,0.789613,0.002054
0.997829,0.000112,0.789609,0.002079
0.997837,0.000112,0.789619,0.002079
0.997853,0.000111,0.78962,0.002071
0.997861,0.000113,0.789619,0.00207
0.99787,0.000112,0.789624,0.002073
0.997881,0.000114,0.789628,0.002078
0.997891,0.00011,0.789629,0.002082
0.997901,0.000109,0.789631,0.002091
0.997913,0.000109,0.789623,0.002099
0.997928,0.000107,0.789632,0.0021
0.997937,0.000107,0.789631,0.002104
0.997946,0.000108,0.789636,0.002108
0.997958,0.000103,0.789636,0.002115
0.997966,0.000107,0.789646,0.002117
0.99798,0.00011,0.789651,0.002106
0.997986,0.000107,0.789651,0.002108
0.997999,0.000103,0.789653,0.002108
0.998008,9.8e-005,0.789657,0.002097
0.998016,9.9e-005,0.789657,0.002095
0.998031,0.000101,0.789651,0.002089
0.998042,0.000104,0.789647,0.002072
0.99805,0.000108,0.789647,0.002071
0.998061,0.000106,0.789644,0.002064
0.998068,0.000107,0.789646,0.002074
0.998081,0.000108,0.789645,0.002061
0.998092,0.000106,0.789647,0.002055
0.998104,0.000105,0.789648,0.002046
0.998112,0.000102,0.789644,0.002037
0.998119,0.000104,0.789643,0.002044
0.998127,0.000103,0.789646,0.002058
0.998137,0.000101,0.789639,0.002072
0.99815,9.9e-005,0.789641,0.002072
0.998157,9.9e-005,0.789637,0.00207
0.998165,0.0001,0.789644,0.002064
0.998178,0.000106,0.789642,0.002061
0.998193,0.000101,0.789654,0.002053
0.998201,0.0001,0.789658,0.002061
0.998209,0.000101,0.78967,0.002061
0.998217,0.000102,0.789667,0.002051
0.998229,0.000102,0.789667,0.00205
0.998239,9.9e-005,0.789672,0.002045
0.99825,0.000104,0.789667,0.002048
0.998259,0.000104,0.789681,0.002058
0.998266,0.000104,0.789691,0.002062
0.998274,0.000105,0.789689,0.002055
0.998281,0.000108,0.789687,0.002052
0.998293,0.000108,0.789684,0.002049
0.998301,0.00011,0.789691,0.002046
0.998308,0.000107,0.789698,0.002045
0.998318,0.000106,0.789713,0.002044
0.998325,0.000104,0.789716,0.002041
0.998337,0.000101,0.789712,0.002051
0.998343,0.000102,0.789721,0.002055
0.99835,0.000103,0.789725,0.00205
0.998358,0.000105,0.789726,0.002037
0.998367,0.000103,0.789721,0.002029
0.998373,0.000105,0.789727,0.002019
0.998378,0.000104,0.789725,0.00202
0.998386,0.000104,0.789734,0.002019
0.998396,0.000107,0.789725,0.002018
0.998406,0.000109,0.789739,0.002014
0.998415,0.000112,0.789739,0.00201
0.998425,0.000111,0.789738,0.002009
0.998432,0.000112,0.789741,0.002006
0.998441,0.000113,0.789756,0.002011
0.998451,0.000112,0.789751,0.002004
0.998459,0.00011,0.789763,0.002011
0.998468,0.000109,0.78976,0.002013
0.998476,0.000112,0.789766,0.002014
0.998486,0.000115,0.789775,0.002025
0.998495,0.000118,0.78978,0.002027
0.998502,0.000117,0.789781,0.002027
0.998507,0.000118,0.789789,0.002031
0.998517,0.000115,0.789789,0.002041
0.998524,0.000115,0.789799,0.002028
0.998533,0.000111,0.789797,0.002035
0.998542,0.000109,0.789791,0.002031
0.998548,0.000111,0.789791,0.002038
0.998553,0.00011,0.7898,0.002043
0.998561,0.000104,0.789797,0.002046
0.998569,0.000103,0.789796,0.002051
0.998576,0.000106,0.789803,0.002053
0.998583,0.00011,0.78981,0.002054
0.998591,0.000108,0.789828,0.002066
0.998602,0.000109,0.78983,0.002051
0.998608,0.000109,0.789835,0.002049
0.998616,0.000108,0.789843,0.002046
0.998624,0.000108,0.789848,0.00203
0.99863,0.000108,0.789855,0.002029
0.998635,0.000106,0.789853,0.002032
0.998642,0.000106,0.789862,0.002032
0.998649,0.000106,0.789857,0.002026
0.998658,0.000105,0.789867,0.002019
0.99867,0.000106,0.789863,0.002027
0.998679,0.000107,0.789867,0.002009
0.998684,0.000105,0.78987,0.002021
0.99869,0.000106,0.789869,0.002023
0.998698,0.000107,0.78987,0.002033
0.998707,0.000103,0.78987,0.002047
0.998713,0.000104,0.789874,0.002053
0.998721,0.000106,0.789879,0.002046
0.998727,0.000107,0.789871,0.002043
0.998734,0.000106,0.78987,0.00204
0.998739,0.000105,0.789875,0.002053
0.998744,0.000104,0.789887,0.002057
0.99875,0.000102,0.789894,0.002059
0.998757,0.0001,0.789892,0.002054
0.998764,9.9e-005,0.789898,0.002045
0.998772,9.8e-005,0.789905,0.002038
0.998779,9.9e-005,0.789917,0.002032
0.998784,9.7e-005,0.789924,0.002034
0.998791,9.5e-005,0.789937,0.002024
0.998797,9.3e-005,0.789932,0.002017
0.998802,9.3e-005,0.789944,0.002018
0.99881,8.9e-005,0.789949,0.002012
0.998819,9.3e-005,0.789963,0.002016
0.998826,9.3e-005,0.789969,0.002005
0.998833,9.2e-005,0.78998,0.002003
0.998837,9.1e-005,0.789978,0.002004
0.998841,9.2e-005,0.789973,0.002001
0.998845,9.3e-005,0.789984,0.002006
0.998851,9.1e-005,0.789994,0.002006
0.998857,8.6e-005,0.789998,0.002021
0.998863,8.7e-005,0.789991,0.002023
0.998867,8.6e-005,0.789988,0.002021
0.998874,8.5e-005,0.789996,0.002018
0.998877,8.5e-005,0.789992,0.002023
0.998884,8.5e-005,0.789996,0.002019
0.998889,8.7e-005,0.790005,0.002014
0.998894,8.8e-005,0.790004,0.002001
0.998901,8.8e-005,0.790002,0.002011
0.998908,9.1e-005,0.790017,0.002011
0.998912,9.3e-005,0.790019,0.002012
0.998917,9.3e-005,0.790023,0.002012
0.998926,9e-005,0.790023,0.002024
0.998932,9.3e-005,0.79002,0.002017
0.998938,9.4e-005,0.79002,0.002027
0.998943,9.6e-005,0.790021,0.002031
0.99895,9.1e-005,0.790027,0.002014
0.998955,8.8e-005,0.790034,0.002012
0.998962,8.8e-005,0.790027,0.002021
0.998969,8.7e-005,0.790018,0.002004
0.998976,8.8e-005,0.790029,0.00201
0.998981,8.7e-005,0.790022,0.001999
0.998984,8.7e-005,0.790031,0.001994
0.998989,9e-005,0.790026,0.001997
0.998995,8.9e-005,0.790024,0.001991
0.999002,8.8e-005,0.790022,0.001996
0.999008,8.8e-005,0.790023,0.002009
0.999012,8.7e-005,0.790023,0.002014
0.99902,8.3e-005,0.790031,0.00202
0.999026,8.4e-005,0.790014,0.002011
0.99903,8.4e-005,0.790021,0.002012
0.999034,8.6e-005,0.790009,0.002014
0.99904,8.6e-005,0.790013,0.002014
0.999045,8.8e-005,0.79001,0.002015
0.999052,8.7e-005,0.790015,0.002024
0.999055,8.5e-005,0.790015,0.002026
0.99906,8.7e-005,0.790021,0.002032
0.999063,8.7e-005,0.790019,0.002029
0.999068,8.6e-005,0.790025,0.002032
0.999073,8.6e-005,0.790017,0.002027
0.999079,8.9e-005,0.790027,0.002029
0.999083,8.9e-005,0.790041,0.002025
0.999089,8.8e-005,0.790044,0.002024
0.999093,8.8e-005,0.790053,0.002038
0.999097,9e-005,0.79004,0.002036
0.999104,9e-005,0.79005,0.002032
0.999109,9e-005,0.790049,0.002036
0.999113,9e-005,0.790047,0.002043
0.999118,8.7e-005,0.79005,0.00204
0.999122,8.7e-005,0.79006,0.002038
0.999126,8.8e-005,0.790054,0.002033
0.999132,8.6e-005,0.790069,0.002036
0.999135,8.7e-005,0.790064,0.002037
0.999136,8.6e-005,0.790065,0.00204
0.999143,8.5e-005,0.790074,0.002032
0.999148,8.5e-005,0.790091,0.002032
0.999152,8.6e-005,0.790088,0.002036
0.999157,8.4e-005,0.790084,0.002034
0.99916,8.6e-005,0.790086,0.002025
0.999164,8.6e-005,0.790083,0.002034
0.99917,8.7e-005,0.79009,0.002028
0.999177,8.6e-005,0.790083,0.00203
0.999182,8.4e-005,0.790079,0.002036
0.999186,8.4e-005,0.790093,0.002038
0.999191,8.4e-005,0.790099,0.002036
0.999196,8.3e-005,0.790102,0.002039
0.999202,8.1e-005,0.790107,0.002041
0.999205,8.1e-005,0.790112,0.00205
0.999212,8.1e-005,0.790113,0.00206
0.999215,8e-005,0.790107,0.00206
0.999219,7.7e-005,0.790109,0.002059
0.999223,7.7e-005,0.790115,0.002066
0.999226,7.6e-005,0.790114,0.002073
0.999232,7.6e-005,0.79013,0.002064
0.999234,7.7e-005,0.790128,0.002057
0.999239,7.8e-005,0.790126,0.002061
0.999243,7.9e-005,0.790122,0.002059
0.999247,7.7e-005,0.790119,0.00205
0.99925,7.7e-005,0.790112,0.002042
0.999254,7.7e-005,0.790114,0.002037
0.999259,7.6e-005,0.790107,0.002029
0.999263,7.6e-005,0.790099,0.002034
0.999267,7.6e-005,0.790113,0.002027
0.999272,7.8e-005,0.79011,0.002024
0.999278,7.5e-005,0.79011,0.002033
0.999281,7.2e-005,0.790115,0.002038
0.999285,7.3e-005,0.790115,0.002029
0.999287,7.3e-005,0.790117,0.002026
0.999292,7.1e-005,0.790111,0.00203
0.999296,6.9e-005,0.790115,0.002034
0.9993,6.7e-005,0.790118,0.002038
0.999303,6.8e-005,0.790123,0.002045
0.999306,6.8e-005,0.790119,0.002048
0.99931,6.5e-005,0.790138,0.002044
0.999313,6.5e-005,0.790148,0.002038
0.999317,6.6e-005,0.790151,0.002044
0.99932,6.6e-005,0.790155,0.002037
0.999324,6.5e-005,0.790169,0.002048
0.999328,6.5e-005,0.790169,0.002047
0.999331,6.7e-005,0.790176,0.002056
0.999335,6.7e-005,0.790189,0.002053
0.999339,6.5e-005,0.790188,0.00205
0.999343,6.5e-005,0.790191,0.002046
0.999349,6.4e-005,0.790192,0.002045
0.999352,6.4e-005,0.790194,0.002038
0.999355,6.4e-005,0.790193,0.002033
0.999358,6.4e-005,0.790191,0.002034
0.999362,6.4e-005,0.790183,0.002038
0.999366,6.4e-005,0.790183,0.002034
0.99937,6.4e-005,0.790177,0.002028
0.999375,6.4e-005,0.790162,0.00202
0.999378,6.5e-005,0.790166,0.002021
0.999381,6.5e-005,0.790171,0.002016
0.999384,6.3e-005,0.790181,0.002009
0.999388,6.2e-005,0.790183,0.00201
0.999391,6.3e-005,0.790189,0.00201
0.999394,6.1e-005,0.790194,0.002006
0.999398,5.9e-005,0.790189,0.00199
0.9994,5.8e-005,0.790183,0.00199
0.999404,5.9e-005,0.790191,0.001987
0.999406,5.9e-005,0.790193,0.001977
0.999409,5.9e-005,0.790196,0.001974
0.999411,5.8e-005,0.790199,0.001987
0.999414,5.7e-005,0.790197,0.001984
0.999418,5.6e-005,0.7902,0.001986
0.999423,5.6e-005,0.790207,0.001993
0.999427,5.6e-005,0.790206,0.001996
0.99943,5.6e-005,0.790204,0.001994
0.999433,5.5e-005,0.790206,0.001999
0.999436,5.4e-005,0.790209,0.002003
0.999439,5.4e-005,0.790214,0.002013
0.999441,5.4e-005,0.79022,0.00201
0.999444,5.5e-005,0.79022,0.002017
0.999446,5.5e-005,0.790225,0.002013
0.999449,5.4e-005,0.790226,0.002011
0.999453,5.4e-005,0.790226,0.002024
0.999456,5.4e-005,0.790235,0.002023
0.999459,5.4e-005,0.790227,0.002028
0.999463,5.5e-005,0.790227,0.00203
0.999466,5.3e-005,0.790228,0.002044
0.999469,5.2e-005,0.790231,0.002033
0.999472,5.2e-005,0.79023,0.002024
0.999473,5.1e-005,0.79023,0.002022
0.999476,5.1e-005,0.790229,0.002013
0.99948,5.2e-005,0.790242,0.002009
0.999483,5.1e-005,0.790237,0.002002
0.999486,5.1e-005,0.790243,0.002003
0.99949,5e-005,0.790253,0.002004
0.999493,5e-005,0.790247,0.001997
0.999498,5.1e-005,0.790261,0.001993
0.999501,5.2e-005,0.790257,0.001987
0.999504,5.2e-005,0.790261,0.00199
0.999507,5.2e-005,0.790261,0.001994
0.999511,5.2e-005,0.790263,0.001999
0.999514,5.1e-005,0.790274,0.002002
0.999518,5.1e-005,0.790281,0.002003
0.999522,5e-005,0.79029,0.002008
0.999524,5e-005,0.790294,0.002002
0.999528,5e-005,0.79029,0.002
0.999531,5e-005,0.790291,0.001987
0.999534,5e-005,0.790282,0.001977
0.999537,5.1e-005,0.790284,0.001969
0.999539,5.1e-005,0.790283,0.001976
0.999543,5.1e-005,0.790278,0.001969
0.999544,5.1e-005,0.790281,0.001957
0.999546,5.1e-005,0.79028,0.001953
0.999548,4.9e-005,0.790277,0.001961
0.999551,4.9e-005,0.790276,0.001959
0.999553,4.9e-005,0.790274,0.001954
0.999556,4.8e-005,0.790286,0.001948
0.999559,4.8e-005,0.790285,0.001952
0.999563,4.7e-005,0.790288,0.001952
0.999565,4.6e-005,0.790298,0.001965
0.999567,4.5e-005,0.790301,0.001965
0.999571,4.5e-005,0.790304,0.001961
0.999574,4.5e-005,0.790313,0.001955
0.999577,4.4e-005,0.790315,0.001946
0.999579,4.4e-005,0.790318,0.001937
0.999582,4.4e-005,0.790316,0.00194
0.999584,4.4e-005,0.790322,0.001944
0.999587,4.3e-005,0.790315,0.001955
0.99959,4.4e-005,0.790321,0.001959
0.999592,4.3e-005,0.790318,0.001967
0.999594,4.3e-005,0.790315,0.001985
0.999596,4.4e-005,0.790319,0.001978
0.999598,4.3e-005,0.790321,0.001977
0.999602,4.3e-005,0.790324,0.001981
0.999605,4.3e-005,0.79033,0.001996
0.999605,4.2e-005,0.790332,0.001997
0.999607,4.2e-005,0.79033,0.001992
0.99961,4.3e-005,0.790333,0.00199
0.999613,4.1e-005,0.790336,0.001984
0.999615,4.1e-005,0.790336,0.001983
0.999618,4.1e-005,0.790335,0.001988
0.999619,4.1e-005,0.790334,0.001991
0.999622,4.1e-005,0.790345,0.001992
0.999624,4.1e-005,0.790351,0.001989
0.999627,4.2e-005,0.790358,0.001985
0.999629,4.2e-005,0.790357,0.00198
0.999631,4.1e-005,0.790368,0.001971
0.999633,4.1e-005,0.790372,0.001973
0.999635,4e-005,0.790383,0.001984
0.999637,4e-005,0.790388,0.001986
0.999639,4.1e-005,0.790385,0.001987
0.999642,4.1e-005,0.790386,0.001982
0.999642,4.1e-005,0.790382,0.001974
0.999645,4.1e-005,0.790378,0.001983
0.999646,4e-005,0.790382,0.001987
0.999648,4e-005,0.790387,0.001998
0.999649,4e-005,0.790384,0.001992
0.999652,3.9e-005,0.79038,0.001995
0.999654,3.8e-005,0.790383,0.001994
0.999656,3.8e-005,0.790389,0.001998
0.999658,3.7e-005,0.790377,0.002003
0.99966,3.8e-005,0.790375,0.002006
0.999661,3.7e-005,0.790373,0.002016
0.999664,3.8e-005,0.790372,0.002019
0.999667,3.7e-005,0.790367,0.002022
0.999669,3.8e-005,0.790366,0.002017
0.999672,3.8e-005,0.790369,0.002014
0.999673,3.6e-005,0.790368,0.002026
0.999676,3.7e-005,0.790377,0.002031
0.999678,3.7e-005,0.790381,0.002028
0.99968,3.8e-005,0.790375,0.002025
0.999683,3.8e-005,0.79037,0.002027
0.999684,3.7e-005,0.790369,0.002029
0.999687,3.6e-005,0.790365,0.002027
0.999688,3.6e-005,0.790367,0.002021
0.999689,3.6e-005,0.79037,0.002003
0.99969,3.7e-005,0.790373,0.001999
0.999691,3.5e-005,0.790376,0.002003
0.999693,3.5e-005,0.790375,0.002
0.999696,3.6e-005,0.790366,0.002001
0.999698,3.6e-005,0.790366,0.002006
0.9997,3.6e-005,0.790371,0.002014
0.999702,3.6e-005,0.79037,0.002015
0.999703,3.6e-005,0.790374,0.002003
0.999705,3.6e-005,0.790373,0.002003
0.999707,3.5e-005,0.790369,0.002002
0.99971,3.4e-005,0.790381,0.001998
0.999712,3.4e-005,0.790386,0.002
0.999714,3.4e-005,0.790385,0.002004
0.999715,3.3e-005,0.790385,0.00201
0.999717,3.4e-005,0.790381,0.00201
0.999718,3.3e-005,0.790387,0.002003
0.99972,3.3e-005,0.790388,0.001999
0.999722,3.4e-005,0.790394,0.001995
0.999723,3.4e-005,0.790396,0.001988
0.999725,3.4e-005,0.790393,0.001989
0.999726,3.4e-005,0.790394,0.001989
0.999728,3.5e-005,0.790393,0.001985
0.999729,3.4e-005,0.790387,0.001987
0.999731,3.4e-005,0.790386,0.001998
0.999733,3.4e-005,0.79039,0.002
0.999735,3.5e-005,0.790386,0.001997
0.999737,3.4e-005,0.790382,0.001984
0.999738,3.4e-005,0.790372,0.001979
0.999739,3.4e-005,0.79037,0.00198
0.999741,3.4e-005,0.790373,0.001979
0.999742,3.3e-005,0.790369,0.00198
0.999742,3.4e-005,0.790377,0.00197
0.999744,3.2e-005,0.790379,0.001962
0.999745,3.2e-005,0.790376,0.001963
0.999746,3.1e-005,0.79038,0.001957
0.999748,3.1e-005,0.790385,0.001954
0.99975,3e-005,0.790386,0.001956
0.999752,2.9e-005,0.790389,0.001943
0.999753,3e-005,0.790388,0.001943
0.999756,3e-005,0.790396,0.001951
0.999757,2.9e-005,0.790405,0.001945
0.999759,2.9e-005,0.790412,0.001939
0.99976,2.9e-005,0.790415,0.001939
0.999761,2.9e-005,0.790416,0.001942
0.999763,2.9e-005,0.790423,0.001943
0.999764,2.9e-005,0.790418,0.001955
0.999766,3e-005,0.790424,0.001956
0.999768,3e-005,0.79043,0.00194
0.999769,3e-005,0.790423,0.001942
0.999771,3e-005,0.790423,0.001948
0.999772,2.9e-005,0.790424,0.001945
0.999773,2.9e-005,0.790436,0.001944
0.999774,2.8e-005,0.790431,0.001948
0.999776,3e-005,0.790439,0.001941
0.999777,3e-005,0.790431,0.001939
0.999778,3e-005,0.790435,0.001934
0.99978,3e-005,0.790438,0.00193
0.999782,3e-005,0.790432,0.001914
0.999783,3e-005,0.790437,0.001922
0.999785,3e-005,0.790436,0.001923
0.999787,3.1e-005,0.790439,0.00192
0.999788,2.9e-005,0.790439,0.001916
0.999789,2.9e-005,0.79044,0.001908
0.99979,2.9e-005,0.790438,0.001906
0.999791,2.9e-005,0.790434,0.001896
0.999792,2.8e-005,0.790436,0.00189
0.999793,2.8e-005,0.790435,0.001885
0.999794,2.8e-005,0.790443,0.001884
0.999796,2.8e-005,0.790447,0.001884
0.999797,2.8e-005,0.790458,0.001897
0.999799,2.7e-005,0.790471,0.001901
0.9998,2.7e-005,0.790474,0.001902
0.999802,2.6e-005,0.790466,0.001907
0.999802,2.6e-005,0.79046,0.001905
0.999803,2.6e-005,0.790456,0.001897
0.999805,2.5e-005,0.790457,0.001904
0.999806,2.4e-005,0.790461,0.001906
0.999808,2.4e-005,0.790461,0.001904
0.999808,2.5e-005,0.790474,0.001902
0.99981,2.4e-005,0.790477,0.001894
0.999811,2.5e-005,0.790475,0.001898
0.999813,2.5e-005,0.790474,0.001909
0.999815,2.4e-005,0.790473,0.001913
0.999815,2.5e-005,0.79048,0.001931
0.999817,2.4e-005,0.790473,0.001921
0.999818,2.4e-005,0.790482,0.001908
0.999819,2.5e-005,0.790489,0.001914
0.99982,2.4e-005,0.790492,0.001904
0.999821,2.5e-005,0.790495,0.001906
0.999823,2.4e-005,0.790497,0.001904
0.999823,2.5e-005,0.790493,0.001904
0.999824,2.4e-005,0.790492,0.0019
0.999825,2.4e-005,0.790505,0.001898
0.999826,2.4e-005,0.790506,0.001907
